transaction_id,amount,merchant_category,country,hour_of_day,is_fraud
TXN-0000599,262.27,grocery,UK,17,0
TXN-0000600,109.59,electronics,BRA,22,0
TXN-0000601,213.98,electronics,IND,14,0
TXN-0000602,390.28,travel,USA,13,0
TXN-0000603,280.83,travel,IND,15,0
TXN-0000604,194.4,electronics,USA,16,0
TXN-0000605,313.55,grocery,IND,22,0
TXN-0000606,332.75,electronics,UK,17,0
TXN-0000607,401.72,restaurant,BRA,11,0
TXN-0000608,201.57,restaurant,USA,21,0
TXN-0000609,297.04,travel,BRA,14,0
TXN-0000610,256.89,restaurant,UK,18,0
TXN-0000611,234.84,travel,BRA,13,0
TXN-0000612,171.31,electronics,BRA,17,0
TXN-0000613,255.54,travel,USA,12,0
TXN-0000614,37.94,travel,IND,20,0
TXN-0000615,218.84,grocery,UK,19,0
TXN-0000616,190.44,restaurant,UK,10,0
TXN-0000617,69.22,electronics,UK,21,0
TXN-0000618,174.67,electronics,UK,17,0
TXN-0000619,189.06,electronics,UK,21,0
TXN-0000620,244.05,grocery,IND,8,0
TXN-0000621,260.31,restaurant,UK,18,0
TXN-0000622,242.67,electronics,USA,19,0
TXN-0000623,171.53,travel,USA,18,0
TXN-0000624,389.29,restaurant,UK,8,0
TXN-0000625,112.32,restaurant,USA,11,0
TXN-0000626,59.52,restaurant,UK,16,0
TXN-0000627,291.88,electronics,UK,15,0
TXN-0000628,90.42,electronics,IND,14,0
TXN-0000629,284.26,grocery,IND,12,0
TXN-0000630,207.93,grocery,BRA,13,0
TXN-0000631,227.75,travel,IND,12,0
TXN-0000632,304.13,electronics,IND,8,0
TXN-0000633,208.37,grocery,BRA,8,0
TXN-0000634,77.75,grocery,IND,22,0
TXN-0000635,140.26,travel,USA,19,0
TXN-0000636,137.5,restaurant,UK,20,0
TXN-0000637,215.81,restaurant,USA,10,0
TXN-0000638,99.42,electronics,UK,21,0
TXN-0000639,224.55,travel,UK,21,0
TXN-0000640,827.04,travel,RO,1,1
TXN-0000641,184.17,restaurant,BRA,12,0
TXN-0000642,125.85,electronics,UK,11,0
TXN-0000643,172.07,grocery,USA,15,0
TXN-0000644,191.13,restaurant,BRA,14,0
TXN-0000645,127.73,electronics,USA,21,0
TXN-0000646,209.22,grocery,USA,9,0
TXN-0000647,202.57,electronics,IND,16,0
TXN-0000648,121.98,electronics,UK,22,0
TXN-0000649,174.69,electronics,IND,9,0
TXN-0000650,58.28,travel,UK,19,0
TXN-0000651,142.15,electronics,UK,15,0
TXN-0000652,149.26,grocery,UK,10,0
TXN-0000653,180.99,electronics,UK,12,0
TXN-0000654,177.57,electronics,BRA,9,0
TXN-0000655,353.2,travel,USA,12,0
TXN-0000656,126.59,electronics,UK,9,0
TXN-0000657,783.4,grocery,NG,1,1
TXN-0000658,219.21,grocery,BRA,15,0
TXN-0000659,378.95,electronics,USA,16,0
TXN-0000660,255.47,electronics,IND,18,0
TXN-0000661,358.66,grocery,USA,22,0
TXN-0000662,285.68,travel,USA,19,0
TXN-0000663,219.94,grocery,IND,22,0
TXN-0000664,223.68,grocery,IND,14,0
TXN-0000665,409.22,travel,UK,15,0
TXN-0000666,240.17,travel,BRA,16,0
TXN-0000667,240.91,grocery,USA,14,0
TXN-0000668,76.46,electronics,UK,8,0
TXN-0000669,23.59,grocery,UK,17,0
TXN-0000670,706.82,electronics,NG,0,1
TXN-0000671,282.93,travel,IND,21,0
TXN-0000672,167.55,grocery,UK,21,0
TXN-0000673,242.01,grocery,IND,17,0
TXN-0000674,258.48,grocery,IND,17,0
TXN-0000675,297.92,grocery,IND,9,0
TXN-0000676,282.58,grocery,UK,11,0
TXN-0000677,25.6,electronics,UK,8,0
TXN-0000678,69.21,restaurant,USA,17,0
TXN-0000679,24.67,restaurant,IND,22,0
TXN-0000680,133.43,restaurant,IND,15,0
TXN-0000681,385.06,restaurant,UK,9,0
TXN-0000682,301.68,grocery,USA,17,0
TXN-0000683,240.35,electronics,IND,21,0
TXN-0000684,237.04,grocery,UK,8,0
TXN-0000685,250.81,grocery,IND,20,0
TXN-0000686,75.39,electronics,BRA,12,0
TXN-0000687,226.07,travel,IND,18,0
TXN-0000688,270.41,grocery,IND,22,0
TXN-0000689,152.13,restaurant,UK,17,0
TXN-0000690,137.06,electronics,USA,17,0
TXN-0000691,249.33,grocery,UK,11,0
TXN-0000692,95.81,travel,UK,15,0
TXN-0000693,157.39,electronics,USA,19,0
TXN-0000694,394.86,grocery,USA,15,0
TXN-0000695,123.32,restaurant,USA,9,0
TXN-0000696,223.03,restaurant,IND,13,0
TXN-0000697,191.0,restaurant,USA,21,0
TXN-0000698,186.65,restaurant,IND,9,0
TXN-0000699,366.33,restaurant,UK,9,0
TXN-0000700,347.11,grocery,USA,21,0
TXN-0000701,20.9,restaurant,BRA,8,0
TXN-0000702,41.24,grocery,USA,16,0
TXN-0000703,208.55,travel,IND,16,0
TXN-0000704,36.49,grocery,BRA,22,0
TXN-0000705,288.33,restaurant,BRA,14,0
TXN-0000706,506.54,grocery,UA,3,1
TXN-0000707,105.25,grocery,BRA,21,0
TXN-0000708,179.38,restaurant,BRA,12,0
TXN-0000709,229.41,grocery,UK,20,0
TXN-0000710,140.43,travel,IND,16,0
TXN-0000711,116.82,restaurant,UK,10,0
TXN-0000712,73.94,travel,IND,11,0
TXN-0000713,174.92,electronics,BRA,10,0
TXN-0000714,169.54,restaurant,BRA,11,0
TXN-0000715,267.92,electronics,IND,9,0
TXN-0000716,317.28,restaurant,IND,13,0
TXN-0000717,204.43,electronics,BRA,8,0
TXN-0000718,119.61,travel,BRA,19,0
TXN-0000719,0.94,electronics,UK,11,0
TXN-0000720,192.85,travel,UK,11,0
TXN-0000721,175.42,grocery,BRA,16,0
TXN-0000722,291.41,restaurant,UK,14,0
TXN-0000723,220.92,restaurant,UK,10,0
TXN-0000724,214.82,restaurant,BRA,19,0
TXN-0000725,263.51,grocery,IND,9,0
TXN-0000726,224.26,travel,UK,15,0
TXN-0000727,83.14,electronics,BRA,10,0
TXN-0000728,139.34,restaurant,USA,10,0
TXN-0000729,239.15,travel,BRA,9,0
TXN-0000730,231.94,grocery,BRA,11,0
TXN-0000731,263.14,electronics,BRA,13,0
TXN-0000732,235.13,grocery,USA,8,0
TXN-0000733,356.87,grocery,BRA,19,0
TXN-0000734,436.98,grocery,IND,16,0
TXN-0000735,296.22,electronics,UK,15,0
TXN-0000736,73.78,electronics,UK,11,0
TXN-0000737,129.1,travel,UK,16,0
TXN-0000738,153.77,restaurant,USA,21,0
TXN-0000739,162.75,grocery,BRA,9,0
TXN-0000740,220.5,electronics,IND,17,0
TXN-0000741,233.9,grocery,USA,21,0
TXN-0000742,350.99,grocery,USA,18,0
TXN-0000743,354.55,restaurant,USA,22,0
TXN-0000744,312.44,travel,BRA,12,0
TXN-0000745,70.54,grocery,IND,8,0
TXN-0000746,116.63,restaurant,IND,10,0
TXN-0000747,0.91,grocery,BRA,11,0
TXN-0000748,143.43,grocery,BRA,17,0
TXN-0000749,212.83,travel,USA,21,0
TXN-0000750,148.44,grocery,UK,17,0
TXN-0000751,259.15,travel,IND,19,0
TXN-0000752,119.3,restaurant,BRA,14,0
TXN-0000753,64.43,travel,UK,9,0
TXN-0000754,307.44,restaurant,IND,21,0
TXN-0000755,246.26,electronics,IND,16,0
TXN-0000756,210.8,electronics,IND,12,0
TXN-0000757,246.95,grocery,BRA,19,0
TXN-0000758,241.6,travel,USA,18,0
TXN-0000759,341.11,restaurant,BRA,15,0
TXN-0000760,322.89,travel,UK,11,0
TXN-0000761,94.87,restaurant,BRA,15,0
TXN-0000762,188.86,grocery,BRA,14,0
TXN-0000763,274.41,travel,USA,15,0
TXN-0000764,196.95,electronics,BRA,15,0
TXN-0000765,196.73,grocery,USA,15,0
TXN-0000766,227.14,restaurant,UK,12,0
TXN-0000767,209.05,travel,USA,9,0
TXN-0000768,91.79,restaurant,IND,13,0
TXN-0000769,158.65,electronics,USA,19,0
TXN-0000770,153.71,travel,USA,20,0
TXN-0000771,267.67,grocery,BRA,22,0
TXN-0000772,42.89,electronics,USA,11,0
TXN-0000773,175.54,travel,BRA,21,0
TXN-0000774,290.4,travel,BRA,22,0
TXN-0000775,166.03,grocery,IND,8,0
TXN-0000776,272.78,travel,USA,21,0
TXN-0000777,20.21,electronics,UK,8,0
TXN-0000778,192.78,electronics,BRA,13,0
TXN-0000779,286.51,travel,BRA,11,0
TXN-0000780,126.43,electronics,UK,15,0
TXN-0000781,256.04,electronics,BRA,11,0
TXN-0000782,223.03,travel,UK,8,0
TXN-0000783,429.12,grocery,UK,18,0
TXN-0000784,233.6,travel,BRA,18,0
TXN-0000785,88.66,restaurant,UK,20,0
TXN-0000786,130.1,travel,UK,16,0
TXN-0000787,203.31,electronics,BRA,10,0
TXN-0000788,167.95,grocery,BRA,12,0
TXN-0000789,199.57,electronics,USA,21,0
TXN-0000790,343.88,electronics,BRA,11,0
TXN-0000791,291.65,electronics,BRA,14,0
TXN-0000792,111.89,travel,UK,13,0
TXN-0000793,219.07,grocery,IND,12,0
TXN-0000794,56.56,electronics,BRA,11,0
TXN-0000795,52.07,travel,UK,10,0
TXN-0000796,95.89,grocery,UK,10,0
TXN-0000797,183.09,restaurant,BRA,22,0
TXN-0000798,242.13,restaurant,USA,13,0
TXN-0000799,114.68,electronics,BRA,9,0
TXN-0000800,305.79,restaurant,UK,8,0
TXN-0000801,101.51,grocery,BRA,12,0
TXN-0000802,231.31,grocery,USA,20,0
TXN-0000803,133.62,grocery,BRA,10,0
TXN-0000804,307.48,electronics,USA,15,0
TXN-0000805,188.1,restaurant,USA,22,0
TXN-0000806,270.16,grocery,BRA,13,0
TXN-0000807,277.49,travel,BRA,12,0
TXN-0000808,271.83,travel,IND,13,0
TXN-0000809,383.51,travel,USA,11,0
TXN-0000810,48.02,grocery,BRA,9,0
TXN-0000811,192.87,electronics,UK,10,0
TXN-0000812,233.5,grocery,USA,10,0
TXN-0000813,310.65,travel,USA,17,0
TXN-0000814,296.79,travel,IND,14,0
TXN-0000815,170.46,travel,UK,14,0
TXN-0000816,120.48,grocery,BRA,16,0
TXN-0000817,319.75,electronics,IND,21,0
TXN-0000818,156.98,electronics,UK,9,0
TXN-0000819,55.34,electronics,BRA,11,0
TXN-0000820,54.6,restaurant,IND,17,0
TXN-0000821,268.02,restaurant,UK,20,0
TXN-0000822,400.43,travel,BRA,21,0
TXN-0000823,109.63,travel,UK,17,0
TXN-0000824,399.99,electronics,UK,20,0
TXN-0000825,80.4,travel,IND,14,0
TXN-0000826,244.82,restaurant,USA,18,0
TXN-0000827,237.25,grocery,BRA,10,0
TXN-0000828,156.58,travel,UK,12,0
TXN-0000829,361.33,grocery,UK,12,0
TXN-0000830,142.78,travel,USA,22,0
TXN-0000831,351.71,electronics,BRA,20,0
TXN-0000832,254.72,travel,USA,19,0
TXN-0000833,139.29,grocery,BRA,19,0
TXN-0000834,74.46,grocery,IND,12,0
TXN-0000835,218.63,grocery,USA,10,0
TXN-0000836,69.04,travel,UK,10,0
TXN-0000837,288.65,electronics,UK,10,0
TXN-0000838,92.25,electronics,IND,12,0
TXN-0000839,249.06,grocery,IND,9,0
TXN-0000840,209.07,grocery,BRA,17,0
TXN-0000841,697.53,restaurant,RO,0,1
TXN-0000842,44.29,travel,BRA,21,0
TXN-0000843,173.09,grocery,UK,8,0
TXN-0000844,229.0,travel,IND,8,0
TXN-0000845,122.95,travel,USA,22,0
TXN-0000846,121.55,travel,USA,21,0
TXN-0000847,175.8,restaurant,UK,8,0
TXN-0000848,128.99,travel,USA,13,0
TXN-0000849,377.72,electronics,IND,9,0
TXN-0000850,22.59,grocery,USA,22,0
TXN-0000851,211.63,electronics,UK,9,0
TXN-0000852,179.62,electronics,BRA,11,0
TXN-0000853,419.86,travel,USA,17,0
TXN-0000854,168.03,travel,IND,12,0
TXN-0000855,168.96,grocery,USA,11,0
TXN-0000856,145.57,electronics,BRA,14,0
TXN-0000857,162.11,grocery,IND,12,0
TXN-0000858,127.88,electronics,UK,19,0
TXN-0000859,6.32,grocery,USA,19,0
TXN-0000860,49.44,grocery,IND,8,0
TXN-0000861,260.56,electronics,USA,15,0
TXN-0000862,118.43,grocery,USA,9,0
TXN-0000863,116.23,grocery,IND,15,0
TXN-0000864,271.56,restaurant,IND,16,0
TXN-0000865,222.68,restaurant,BRA,14,0
TXN-0000866,95.52,electronics,USA,17,0
TXN-0000867,222.67,travel,USA,10,0
TXN-0000868,103.27,electronics,IND,20,0
TXN-0000869,166.91,electronics,IND,18,0
TXN-0000870,141.57,grocery,UK,8,0
TXN-0000871,313.19,restaurant,USA,8,0
TXN-0000872,320.82,electronics,USA,18,0
TXN-0000873,21.27,restaurant,UK,13,0
TXN-0000874,110.35,travel,IND,19,0
TXN-0000875,17.1,grocery,USA,19,0
TXN-0000876,103.18,electronics,BRA,12,0
TXN-0000877,73.34,restaurant,IND,12,0
TXN-0000878,364.2,travel,USA,10,0
TXN-0000879,371.28,electronics,USA,20,0
TXN-0000880,201.24,restaurant,IND,8,0
TXN-0000881,95.65,travel,IND,13,0
TXN-0000882,160.44,restaurant,USA,17,0
TXN-0000883,203.57,electronics,IND,8,0
TXN-0000884,52.02,grocery,IND,10,0
TXN-0000885,306.36,electronics,UK,12,0
TXN-0000886,103.0,travel,BRA,12,0
TXN-0000887,240.32,restaurant,USA,11,0
TXN-0000888,232.08,travel,USA,9,0
TXN-0000889,289.19,grocery,UK,17,0
TXN-0000890,235.34,grocery,BRA,20,0
TXN-0000891,108.81,restaurant,IND,12,0
TXN-0000892,114.52,electronics,USA,22,0
TXN-0000893,294.08,grocery,UK,10,0
TXN-0000894,241.19,grocery,BRA,16,0
TXN-0000895,206.04,restaurant,UK,8,0
TXN-0000896,252.94,restaurant,USA,10,0
TXN-0000897,290.4,grocery,IND,21,0
TXN-0000898,275.74,travel,UK,22,0
TXN-0000899,330.95,travel,UK,8,0
TXN-0000900,199.72,travel,UK,15,0
TXN-0000901,98.5,grocery,UK,20,0
TXN-0000902,139.9,restaurant,BRA,20,0
TXN-0000903,318.11,restaurant,BRA,16,0
TXN-0000904,251.83,restaurant,BRA,15,0
TXN-0000905,223.65,travel,USA,12,0
TXN-0000906,327.17,grocery,USA,8,0
TXN-0000907,18.2,travel,BRA,14,0
TXN-0000908,179.15,restaurant,UK,11,0
TXN-0000909,118.6,grocery,BRA,8,0
TXN-0000910,275.99,travel,USA,10,0
TXN-0000911,234.22,grocery,USA,17,0
TXN-0000912,352.21,restaurant,USA,12,0
TXN-0000913,79.89,electronics,BRA,21,0
TXN-0000914,281.46,grocery,BRA,9,0
TXN-0000915,88.38,grocery,BRA,8,0
TXN-0000916,216.42,grocery,BRA,21,0
TXN-0000917,210.14,restaurant,IND,21,0
TXN-0000918,140.09,travel,USA,22,0
TXN-0000919,175.89,restaurant,IND,22,0
TXN-0000920,134.22,travel,IND,16,0
TXN-0000921,114.28,grocery,USA,9,0
TXN-0000922,154.78,grocery,UK,8,0
TXN-0000923,278.99,electronics,BRA,11,0
TXN-0000924,225.31,grocery,USA,21,0
TXN-0000925,162.34,electronics,USA,17,0
TXN-0000926,278.5,restaurant,UK,15,0
TXN-0000927,54.84,electronics,IND,19,0
TXN-0000928,192.35,restaurant,UK,22,0
TXN-0000929,121.0,travel,UK,21,0
TXN-0000930,53.89,electronics,USA,9,0
TXN-0000931,201.89,travel,USA,17,0
TXN-0000932,101.75,travel,BRA,18,0
TXN-0000933,156.28,travel,UK,20,0
TXN-0000934,118.35,restaurant,IND,9,0
TXN-0000935,226.04,electronics,IND,17,0
TXN-0000936,355.3,restaurant,USA,19,0
TXN-0000937,313.98,restaurant,IND,9,0
TXN-0000938,133.99,restaurant,USA,11,0
TXN-0000939,365.64,travel,BRA,21,0
TXN-0000940,276.43,restaurant,BRA,14,0
TXN-0000941,100.76,grocery,IND,16,0
TXN-0000942,126.95,restaurant,USA,12,0
TXN-0000943,209.07,electronics,USA,18,0
TXN-0000944,236.6,restaurant,IND,11,0
TXN-0000945,121.2,electronics,BRA,15,0
TXN-0000946,155.77,electronics,UK,11,0
TXN-0000947,169.29,restaurant,BRA,15,0
TXN-0000948,153.87,travel,USA,12,0
TXN-0000949,18.88,grocery,BRA,21,0
TXN-0000950,1044.96,electronics,NG,2,1
TXN-0000951,257.93,grocery,BRA,22,0
TXN-0000952,121.21,restaurant,IND,20,0
TXN-0000953,111.39,restaurant,BRA,11,0
TXN-0000954,264.5,travel,UK,15,0
TXN-0000955,301.31,electronics,USA,18,0
TXN-0000956,222.17,grocery,USA,15,0
TXN-0000957,190.88,grocery,USA,18,0
TXN-0000958,124.35,restaurant,BRA,21,0
TXN-0000959,153.94,restaurant,BRA,14,0
TXN-0000960,83.88,travel,USA,22,0
TXN-0000961,290.35,electronics,BRA,15,0
TXN-0000962,143.34,restaurant,UK,17,0
TXN-0000963,126.98,restaurant,USA,10,0
TXN-0000964,243.86,electronics,USA,11,0
TXN-0000965,226.96,travel,UK,14,0
TXN-0000966,206.51,electronics,BRA,14,0
TXN-0000967,156.66,grocery,IND,21,0
TXN-0000968,110.57,travel,UK,21,0
TXN-0000969,70.5,restaurant,USA,17,0
TXN-0000970,152.03,grocery,UK,10,0
TXN-0000971,183.95,travel,BRA,12,0
TXN-0000972,6.07,grocery,IND,12,0
TXN-0000973,215.17,restaurant,UK,22,0
TXN-0000974,5.42,electronics,BRA,17,0
TXN-0000975,140.3,grocery,USA,21,0
TXN-0000976,80.47,electronics,IND,17,0
TXN-0000977,117.88,electronics,UK,12,0
TXN-0000978,193.6,travel,USA,22,0
TXN-0000979,105.79,electronics,UK,13,0
TXN-0000980,139.97,grocery,BRA,13,0
TXN-0000981,225.94,restaurant,UK,22,0
TXN-0000982,216.27,electronics,BRA,14,0
TXN-0000983,308.31,restaurant,BRA,10,0
TXN-0000984,157.26,travel,IND,19,0
TXN-0000985,152.08,electronics,IND,9,0
TXN-0000986,9.64,grocery,IND,8,0
TXN-0000987,290.69,electronics,BRA,14,0
TXN-0000988,65.92,restaurant,IND,10,0
TXN-0000989,39.56,grocery,UK,9,0
TXN-0000990,213.68,restaurant,IND,15,0
TXN-0000991,130.99,travel,BRA,17,0
TXN-0000992,189.29,travel,IND,10,0
TXN-0000993,218.34,electronics,IND,11,0
TXN-0000994,235.45,travel,IND,19,0
TXN-0000995,227.31,electronics,BRA,20,0
TXN-0000996,155.23,electronics,IND,12,0
TXN-0000997,82.21,travel,BRA,15,0
TXN-0000998,57.6,electronics,IND,20,0
TXN-0000999,225.75,travel,UK,10,0
